Year,Team,PlayerID,Player,Position,AV
2024,cle,AkinJo00,Jordan Akins,TE,2
2024,cle,AnusCh00,Chigozie Anusiem,CB,0
2024,cle,BateBr00,Brenden Bates,TE,0
2024,cle,BellDA03,D'Anthony Bell,S,1
2024,cle,BellDa02,David Bell,WR,0
2024,cle,BitoJo00,Joel Bitonio,LG,5
2024,cle,BojoCo00,Corey Bojorquez,P,5
2024,cle,BrigJo00,Jowon Briggs,DT,1
2024,cle,BrigGa00,Gary Brightwell,RB,0
2024,cle,BrowTo01,Tony Brown,DB,0
2024,cle,BushDe01,Devin Bush Jr.,LLB,5
2024,cle,ChriGe01,Geron Christian,OT,0
2024,cle,ChubNi00,Nick Chubb,RB,2
2024,cle,CoheJa00,Javion Cohen,G,0
2024,cle,ConkJa00,Jack Conklin,RT,3
2024,cle,CoopAm00,Amari Cooper,WR,1
2024,cle,DardJa00,Jaelon Darden,WR,0
2024,cle,DaviKa02,Kaden Davis,WR,0
2024,cle,DelpGr00,Grant Delpit,SS,6
2024,cle,DiabMo00,Mohamoud Diabate,RLB,5
2024,cle,DunnMi01,Michael Dunn,G,1
2024,cle,DwumMi00,Michael Dwumfour,DT,0
2024,cle,EdmoCh01,Chris Edmonds,DB,0
2024,cle,EmerMa00,Martin Emerson,RCB,5
2024,cle,FielTo00,Tony Fields,LB,0
2024,cle,FordJe00,Jerome Ford,RB,4
2024,cle,FordMi01,Mike Ford,CB,1
2024,cle,ForeDO00,D'Onta Foreman,RB,1
2024,cle,GarrMy00,Myles Garrett,RDE,17
2024,cle,HailKa00,Kahlef Hailassie,CB,0
2024,cle,HallMi00,Michael Hall,DT,2
2024,cle,HardMy00,Myles Harden,CB,0
2024,cle,HarrNi01,Nick Harris,C,1
2024,cle,HarrSh00,Shelby Harris,RDT,5
2024,cle,HickRo00,Ronnie Hickman,S,2
2024,cle,HickJo00,Jordan Hicks,LB,5
2024,cle,HopkDu00,Dustin Hopkins,K,0
2024,cle,HousJa01,James Houston,DE,0
2024,cle,HudsJa00,James Hudson,T,1
2024,cle,HudsKh00,Khaleke Hudson,OLB,1
2024,cle,HughCh01,Charley Hughlett,LS,0
2024,cle,HursMa00,Maurice Hurst Jr.,DT,1
2024,cle,IfedGe00,Germain Ifedi,LT,2
2024,cle,JeffQu00,Quinton Jefferson,DT,0
2024,cle,JeudJe00,Jerry Jeudy,WR,7
2024,cle,JoneDa07,Dawand Jones,T,2
2024,cle,KamaSa00,Sam Kamara,DE,1
2024,cle,KiboJa00,Jacob Kibodi,RB,0
2024,cle,McGiT.00,T.Y. McGill,DT,0
2024,cle,McGuIs00,Isaiah McGuire,DE,2
2024,cle,McLeRo00,Rodney McLeod,S,3
2024,cle,MitcCa01,Cameron Mitchell,CB,1
2024,cle,MoorEl00,Elijah Moore,WR,3
2024,cle,NewsGr00,Greg Newsome II,CB,2
2024,cle,NjokDa00,David Njoku,TE,3
2024,cle,OkorOg00,Ogbonnia Okoronkwo,DE,3
2024,cle,OwusJe00,Jeremiah Owusu-Koramoah,MLB,4
2024,cle,PattRi01,Riley Patterson,K,0
2024,cle,PociEt00,Ethan Pocic,C,4
2024,cle,ProcJa00,James Proche,WR,0
2024,cle,ReidWi01,Winston Reid,OLB,2
2024,cle,SmitEl00,Elerson Smith,DE,0
2024,cle,SmitZa00,Za'Darius Smith,LDE,4
2024,cle,StroPi00,Pierre Strong,RB,1
2024,cle,SunaRe00,Rex Sunahara,LS,0
2024,cle,SwaiGe00,Geoff Swaim,TE,0
2024,cle,TellWy00,Wyatt Teller,RG,3
2024,cle,ThomCa03,Cameron Thomas,DE,0
2024,cle,ThomDo02,Dorian Thompson-Robinson,QB,1
2024,cle,ThorJu00,Juan Thornhill,FS,4
2024,cle,ThraJa01,Jamari Thrash,WR,0
2024,cle,TillCe01,Cedric Tillman,WR,2
2024,cle,TomlDa00,Dalvin Tomlinson,LDT,7
2024,cle,ToneKa00,Kadarius Toney,WR,0
2024,cle,WardDe02,Denzel Ward,LCB,9
2024,cle,WatsDe00,Deshaun Watson,QB,0
2024,cle,WatsNa00,Nathaniel Watson,LB,1
2024,cle,WhitBl01,Blake Whiteheart,TE,0
2024,cle,WillJe04,Jedrick Wills Jr.,T,1
2024,cle,WinsJa00,Jameis Winston,QB,4
2024,cle,WoodMi00,Michael Woods II,WR,0
2024,cle,WrigAl01,Alex Wright,DE,0
2024,cle,ZappBa00,Bailey Zappe,QB,0
2024,cle,ZintZa00,Zak Zinter,G,1
2024,rav,AghoNe00,Nelson Agholor,WR,2
2024,rav,AlixRa00,Rasheen Ali,RB,0
2024,rav,AndrMa00,Mark Andrews,TE,7
2024,rav,ArmoJa00,Jalyn Armour-Davis,CB,1
2024,rav,AumaMa00,Malaesala Aumavae-Laulu,G,0
2024,rav,BateRa00,Rashod Bateman,WR,8
2024,rav,BoarCh00,Chris Board,LB,2
2024,rav,BradBe01,Beau Brade,S,0
2024,rav,ClevBe00,Ben Cleveland,G,1
2024,rav,CollCh01,Chris Collier,RB,0
2024,rav,CoopBu00,Bump Cooper,CB,0
2024,rav,FaalDa00,Daniel Faalele,RG,9
2024,rav,FlowZa00,Zay Flowers,WR,11
2024,rav,HamiKy00,Kyle Hamilton,SS,8
2024,rav,HarrMa06,Malik Harrison,LB,3
2024,rav,HarrDe07,Deonte Harty,WR,0
2024,rav,HenrDe00,Derrick Henry,RB,16
2024,rav,HillJu00,Justice Hill,RB,5
2024,rav,HollKa00,Ka'dar Hollman,CB,0
2024,rav,HumpMa00,Marlon Humphrey,LCB,12
2024,rav,IsaaAd00,Adisa Isaac,OLB,0
2024,rav,JackEd01,Eddie Jackson,FS,1
2024,rav,JackLa00,Lamar Jackson,QB,21
2024,rav,JohnDi01,Diontae Johnson,WR,0
2024,rav,JohnJo05,Josh Johnson,QB,0
2024,rav,JoneJo07,Josh Jones,OL,1
2024,rav,JoneTr00,Travis Jones,NT,6
2024,rav,KaneSa00,Sanoussi Kane,S,1
2024,rav,KellJo00,John Kelly,RB,0
2024,rav,KingDe01,Desmond King,CB,0
2024,rav,KolaCh00,Charlie Kolar,TE,1
2024,rav,KwenWi00,William Kwenkeu,LB,0
2024,rav,LikeIs00,Isaiah Likely,TE,5
2024,rav,LindTy00,Tyler Linderbaum,C,10
2024,rav,MaduJu00,Nnamdi Madubuike,DT,10
2024,rav,MaulAr00,Arthur Maulet,CB,0
2024,rav,MekaPa00,Patrick Mekari,LG,8
2024,rav,MillAn02,Anthony Miller,WR,0
2024,rav,MitcKe01,Keaton Mitchell,RB,0
2024,rav,MoorNi00,Nick Moore,LS,1
2024,rav,NgakYa00,Yannick Ngakoue,OLB,0
2024,rav,OjabDa00,David Ojabo,OLB,1
2024,rav,OwehJa00,Odafe Oweh,LOLB,5
2024,rav,PierMi00,Michael Pierce,NT,1
2024,rav,RicaPa00,Patrick Ricard,FB,0
2024,rav,RobiTa00,Tavius Robinson,OLB,4
2024,rav,RoseRo01,Roger Rosengarten,RT,8
2024,rav,RossJo01,Josh Ross,LB,0
2024,rav,SimpTr00,Trenton Simpson,RLB,6
2024,rav,SimsSt00,Steven Sims,WR,0
2024,rav,SmitRo07,Roquan Smith,LILB,14
2024,rav,StanRo00,Ronnie Stanley,LT,12
2024,rav,StepBr01,Brandon Stephens,RCB,4
2024,rav,StouJo00,Jordan Stout,P,2
2024,rav,TampTJ00,T.J. Tampa,CB,0
2024,rav,TuckJu00,Justin Tucker,K,2
2024,rav,TupoJo00,Josh Tupou,NT,0
2024,rav,UrbaBr00,Brent Urban,DL,1
2024,rav,VanNKy00,Kyle Van Noy,ROLB,9
2024,rav,VorhAn00,Andrew Vorhees,OL,2
2024,rav,WalkDe01,Devontez Walker,WR,0
2024,rav,WallTy00,Tylan Wallace,WR,2
2024,rav,WashAr00,Ar'Darius Washington,S,3
2024,rav,WashBr01,Broderick Washington Jr.,DT,3
2024,rav,WelcKr00,Kristian Welch,LB,1
2024,rav,WhitTr01,Tre'Davious White,CB,0
2024,rav,WiggNa00,Nate Wiggins,CB,2
2024,rav,WillMa06,Marcus Williams,FS,2
2024,rav,WormCh00,Chris Wormley,DL,0
2024,cin,AdomCa00,Cal Adomitis,LS,1
2024,cin,AllxEr00,Erick All,TE,1
2024,cin,AndeTy00,Tycen Anderson,S,1
2024,cin,AnthDa00,Daijahn Anthony,S,1
2024,cin,BachJo01,Joe Bachie,LB,1
2024,cin,BattJo00,Jordan Battle,S,3
2024,cin,BellVo00,Vonn Bell,FS,4
2024,cin,BrowCh10,Chase Brown,RB,10
2024,cin,BrowOr00,Orlando Brown Jr.,LT,6
2024,cin,BrowTr02,Trent Brown,OT,2
2024,cin,BrowJa08,Jake Browning,QB,0
2024,cin,BurrJo01,Joe Burrow,QB,16
2024,cin,BurtJe01,Jermaine Burton,WR,1
2024,cin,CappAl00,Alex Cappa,RG,8
2024,cin,CartZa00,Zachary Carter,DT,1
2024,cin,ChasJa00,Ja'Marr Chase,WR,16
2024,cin,CochDe00,Devin Cochran,OT,1
2024,cin,DaviJa06,Jalen Davis,CB,0
2024,cin,DaviAk01,Akeem Davis-Gaither,RLB,4
2024,cin,FordCo00,Cody Ford,G,5
2024,cin,GesiMi00,Mike Gesicki,TE,6
2024,cin,GranCa00,Cam Grandy,TE,0
2024,cin,GuyxLa00,Lawrence Guy,DT,1
2024,cin,HendTr00,Trey Hendrickson,RDE,15
2024,cin,HenrKJ00,K.J. Henry,DE,0
2024,cin,HerbKh00,Khalil Herbert,RB,1
2024,cin,HeywSh00,Shaka Heyward,LB,0
2024,cin,HiggTe00,Tee Higgins,WR,8
2024,cin,HillB.00,B.J. Hill,RDT,6
2024,cin,HillDa04,Daxton Hill,CB,1
2024,cin,HillTr03,Trey Hill,C,0
2024,cin,HiltMi01,Mike Hilton,CB,3
2024,cin,HubbSa00,Sam Hubbard,LDE,6
2024,cin,HudsTa00,Tanner Hudson,TE,1
2024,cin,IosiAn00,Andrei Iosivas,WR,4
2024,cin,IrwiTr00,Trenton Irwin,WR,0
2024,cin,IveyDJ00,DJ Ivey,CB,1
2024,cin,JackMc00,McKinnley Jackson,DT,1
2024,cin,JenkKr01,Kris Jenkins,LDT,4
2024,cin,JohnCe01,Cedric Johnson,DE,1
2024,cin,JoneCh11,Charlie Jones,WR,1
2024,cin,KarrTe00,Ted Karras,C,8
2024,cin,KirkJa03,Jaxson Kirkland,G,0
2024,cin,LeexMa02,Matt Lee,C,2
2024,cin,McLaTa00,Tanner McLachlan,TE,0
2024,cin,McPhEv00,Evan McPherson,K,1
2024,cin,MiltKe01,Kendall Milton,RB,0
2024,cin,MimsAm00,Amarius Mims,RT,8
2024,cin,MossZa00,Zack Moss,RB,3
2024,cin,MurpMy00,Myles Murphy,DE,1
2024,cin,NewtJo00,Josh Newton,RCB,2
2024,cin,NjonMa00,Maema Njongmeta,LB,2
2024,cin,OssaJo00,Joseph Ossai,DE,2
2024,cin,PratGe00,Germaine Pratt,MLB,7
2024,cin,PryoKe00,Kendric Pryor,WR,0
2024,cin,RankSh00,Sheldon Rankins,DT,3
2024,cin,RehkRy00,Ryan Rehkow,P,3
2024,cin,SampDr00,Drew Sample,TE,1
2024,cin,StonGe00,Geno Stone,SS,6
2024,cin,StueAn00,Andrew Stueber,OT,1
2024,cin,TaylCa01,Cam Taylor-Britt,LCB,6
2024,cin,TufeJa00,Jay Tufele,DT,2
2024,cin,TurnDJ01,DJ Turner,CB,2
2024,cin,VolsCo02,Cordell Volson,LG,7
2024,cin,WillIs03,Isaiah Williams,WR,0
2024,cin,WillTr06,Trayveon Williams,RB,0
2024,cin,WilsLo00,Logan Wilson,LLB,5
2024,cin,WilsMa04,Marco Wilson,CB,0
2024,cin,YorkCa00,Cade York,K,0
2024,pit,AdamMo00,Montravius Adams,DT,1
2024,pit,AlleKy00,Kyle Allen,QB,0
2024,pit,AndeCa00,Calvin Anderson,OT,0
2024,pit,AndeSp00,Spencer Anderson,OL,2
2024,pit,AustCa00,Calvin Austin III,WR,6
2024,pit,BentKe00,Keeanu Benton,NT,7
2024,pit,BishBe00,Beanie Bishop,CB,4
2024,pit,BoswCh00,Chris Boswell,K,6
2024,pit,DaniJa01,James Daniels,OL,2
2024,pit,EdmuTe00,Terrell Edmunds,S,0
2024,pit,ElliDe02,DeShon Elliott,FS,6
2024,pit,ElliJa05,Jalen Elliott,S,0
2024,pit,FautTr00,Troy Fautanu,OT,0
2024,pit,FielJu00,Justin Fields,QB,6
2024,pit,FitzMi00,Minkah Fitzpatrick,SS,8
2024,pit,FrazZa00,Zach Frazier,C,6
2024,pit,FreiPa00,Pat Freiermuth,TE,6
2024,pit,GrahTh00,Thomas Graham,DB,0
2024,pit,HarrNa00,Najee Harris,RB,8
2024,pit,HerbNi00,Nick Herbig,LB,4
2024,pit,HeywCa01,Cameron Heyward,LDE,16
2024,pit,HeywCo00,Connor Heyward,TE,0
2024,pit,HighAl02,Alex Highsmith,ROLB,5
2024,pit,JackDo02,Donte Jackson,LCB,6
2024,pit,JeffVa00,Van Jefferson,WR,3
2024,pit,JohnBr23,Brandon Johnson,WR,0
2024,pit,JohnCa02,Cameron Johnston,P,0
2024,pit,JoneBr09,Broderick Jones,RT,8
2024,pit,KazeDa00,Damontae Kazee,S,1
2024,pit,KillMi00,Miles Killebrew,S,3
2024,pit,KuntCh02,Christian Kuntz,LS,1
2024,pit,LealDe00,DeMarvin Leal,DE,0
2024,pit,LeotEk00,Eku Leota,LB,0
2024,pit,LoudIs00,Isaiahh Loudermilk,DT,1
2024,pit,LowrDe00,Dean Lowry,DT,1
2024,pit,MataTy00,Tyler Matakevich,LB,1
2024,pit,McCoRy00,Ryan McCollum,C,2
2024,pit,McCoMa00,Mason McCormick,RG,6
2024,pit,MillSc01,Scott Miller,WR,1
2024,pit,MoonJe00,Jeremiah Moon,LB,1
2024,pit,MoorDa05,Dan Moore,LT,8
2024,pit,OgunAd01,Adetokunbo Ogundeji,OLB,0
2024,pit,OgunLa00,Larry Ogunjobi,RDE,5
2024,pit,PattCo00,Cordarrelle Patterson,RB,2
2024,pit,PickGe00,George Pickens,WR,8
2024,pit,PierJa01,James Pierre,CB,2
2024,pit,PortJo02,Joey Porter Jr.,RCB,6
2024,pit,PruiMy00,MyCole Pruitt,TE,0
2024,pit,QueePa00,Patrick Queen,LILB,10
2024,pit,RobeEl00,Elandon Roberts,RILB,6
2024,pit,RobiMa03,Mark Robinson,LB,1
2024,pit,RushDa00,Darius Rush,CB,0
2024,pit,SchaMa01,Max Scharping,G,0
2024,pit,SeumIs00,Isaac Seumalo,LG,7
2024,pit,ShamAa00,Aaron Shampklin,RB,0
2024,pit,SkowBe00,Ben Skowronek,WR,1
2024,pit,SmitPr00,Preston Smith,LB,1
2024,pit,SuttCa00,Cameron Sutton,CB,1
2024,pit,TricCo00,Cory Trice,CB,1
2024,pit,WaitCo00,Corliss Waitman,P,3
2024,pit,WardJo00,Jonathan Ward,RB,0
2024,pit,WarrJa01,Jaylen Warren,RB,6
2024,pit,WashDa03,Darnell Washington,TE,2
2024,pit,WattT.00,T.J. Watt,LOLB,14
2024,pit,WillMi07,Mike Williams,WR,1
2024,pit,WillRo08,Rodney Williams,TE,0
2024,pit,WilsPa00,Payton Wilson,LB,4
2024,pit,WilsRo02,Roman Wilson,WR,0
2024,pit,WilsRu00,Russell Wilson,QB,9
2024,clt,AdebAd00,Adetomiwa Adebawore,DT,1
2024,clt,AlieMo00,Mo Alie-Cox,TE,1
2024,clt,AndeLi00,Liam Anderson,LB,0
2024,clt,AverGe00,Genard Avery,DE,0
2024,clt,BlacJu01,Julian Blackmon,FS,6
2024,clt,BortTa00,Tanor Bortolini,G,2
2024,clt,BrenJu00,Julius Brents,CB,0
2024,clt,BryaTa00,Taven Bryan,DT,4
2024,clt,BuckDe00,DeForest Buckner,DT,5
2024,clt,CarlJa01,Jaylon Carlies,LB,3
2024,clt,CrosNi00,Nick Cross,SS,6
2024,clt,DaviRa03,Raekwon Davis,DT,1
2024,clt,DenbTr00,Trevor Denbow,S,0
2024,clt,DownJo00,Josh Downs,WR,7
2024,clt,DuliAs00,Ashton Dulin,WR,1
2024,clt,FlacJo00,Joe Flacco,QB,5
2024,clt,FlowDa00,Dallis Flowers,CB,0
2024,clt,FlowTr01,Tre Flowers,CB,0
2024,clt,FranZa00,Zaire Franklin,LLB,13
2024,clt,FreeBl00,Blake Freeland,T,1
2024,clt,FrieWi00,Will Fries,G,2
2024,clt,GayxMa00,Matt Gay,K,3
2024,clt,GlowMa00,Mark Glowinski,G,2
2024,clt,GoncMa00,Matt Goncalves,T,4
2024,clt,GoodTy00,Tyler Goodson,RB,1
2024,clt,GotsAd00,Adam Gotsis,DT,0
2024,clt,GoulAn00,Anthony Gould,WR,0
2024,clt,GranKy00,Kylen Granson,TE,2
2024,clt,HarrRo02,Ronnie Harrison,S,1
2024,clt,HullEv00,Evan Hull,RB,0
2024,clt,JoneJa13,Jaylon Jones,LCB,6
2024,clt,JoseKe02,Kelvin Joseph,CB,0
2024,clt,KellRy00,Ryan Kelly,C,4
2024,clt,LammCh00,Chris Lammons,CB,2
2024,clt,LandIs00,Isaiah Land,DE,1
2024,clt,LatuLa00,Laiatu Latu,DE,2
2024,clt,LewiTy00,Tyquan Lewis,DE,2
2024,clt,LongDa02,David Long,CB,1
2024,clt,MafiAt00,Atonio Mafi,G,0
2024,clt,MallWi00,Will Mallory,TE,0
2024,clt,McGrCa00,Cameron McGrone,LB,1
2024,clt,MitcAd00,Adonai Mitchell,WR,3
2024,clt,MoorKe03,Kenny Moore,RCB,6
2024,clt,NelsQu00,Quenton Nelson,LG,10
2024,clt,OdeyDa00,Dayo Odeyingbo,RDE,6
2024,clt,OgleAn00,Andrew Ogletree,TE,1
2024,clt,OlubSe00,Segun Olubi,LB,1
2024,clt,PayeKw00,Kwity Paye,LDE,7
2024,clt,PierAl00,Alec Pierce,WR,7
2024,clt,PintDa00,Danny Pinter,C,1
2024,clt,PittMi01,Michael Pittman Jr.,WR,7
2024,clt,RaimBe00,Bernhard Raimann,LT,6
2024,clt,RhodLu00,Luke Rhodes,LS,1
2024,clt,RichAn03,Anthony Richardson,QB,6
2024,clt,SancRi00,Rigoberto Sanchez,P,4
2024,clt,SermTr00,Trey Sermon,RB,2
2024,clt,ShraSp00,Spencer Shrader,K,0
2024,clt,SmitBr06,Braden Smith,RT,5
2024,clt,SpeeEJ00,E.J. Speed,MLB,6
2024,clt,StewGr00,Grover Stewart,NT,8
2024,clt,StuaGr00,Grant Stuard,LB,3
2024,clt,TaylJo02,Jonathan Taylor,RB,9
2024,clt,ThomRo07,Rodney Thomas II,S,1
2024,clt,TreaLa00,Laquon Treadwell,WR,0
2024,clt,TuckDa00,Dalton Tucker,RG,3
2024,clt,WomaSa00,Samuel Womack,CB,4
2024,htx,AkerCa00,Cam Akers,RB,1
2024,htx,AlShAz00,Azeez Al-Shaair,MLB,5
2024,htx,AndeWi01,Will Anderson,LDE,8
2024,htx,AutrDe00,Denico Autry,DE,2
2024,htx,BarnDe01,Derek Barnett,DE,3
2024,htx,BeckAn01,Andrew Beck,FB,0
2024,htx,BoydKr00,Kris Boyd,CB,1
2024,htx,BroeNi00,Nick Broeker,G,1
2024,htx,BrooBr01,British Brooks,RB,0
2024,htx,BryaMy01,Myles Bryant,CB,1
2024,htx,BullCa00,Calen Bullock,FS,5
2024,htx,ByrdSo00,Solomon Byrd,DE,0
2024,htx,CollNi00,Nico Collins,WR,8
2024,htx,DaviKh00,Khalil Davis,DT,1
2024,htx,DecuAu00,Austin Deculus,OT,0
2024,htx,DellNa00,Tank Dell,WR,6
2024,htx,DiggSt00,Stefon Diggs,WR,4
2024,htx,EdwaMa01,Mario Edwards,DT,7
2024,htx,FairKa01,Ka'imi Fairbairn,K,4
2024,htx,FatuFo00,Folorunso Fatukasi,LDT,5
2024,htx,FishBl00,Blake Fisher,T,3
2024,htx,GreeKe02,Kendrick Green,OL,1
2024,htx,GreeKe03,Kenyon Green,LG,3
2024,htx,HairTr00,Troy Hairston,FB,0
2024,htx,HansJa01,Jake Hansen,LB,2
2024,htx,HarrCh06,Christian Harris,LB,1
2024,htx,HewiNe00,Neville Hewitt,LB,3
2024,htx,HillJa02,Jamal Hill,LB,1
2024,htx,HiniKu00,Kurt Hinish,DT,1
2024,htx,HollKa00,Ka'dar Hollman,CB,1
2024,htx,HortDy00,Dylan Horton,DE,1
2024,htx,HowaTy00,Tytus Howard,RT,7
2024,htx,HughJe99,Jerry Hughes,DE,1
2024,htx,HuntDa01,Danielle Hunter,RDE,12
2024,htx,HutcXa00,Xavier Hutchinson,WR,1
2024,htx,JohnDi01,Diontae Johnson,WR,0
2024,htx,JordBr00,Brevin Jordan,TE,0
2024,htx,KingDe01,Desmond King,CB,0
2024,htx,LassKa00,Kamari Lassiter,RCB,5
2024,htx,MasoSh01,Shaq Mason,RG,5
2024,htx,MetcJo00,John Metchie,WR,2
2024,htx,MillDa02,Davis Mills,QB,1
2024,htx,MixoJo00,Joe Mixon,RB,8
2024,htx,MurrEr00,Eric Murray,SS,5
2024,htx,OgunDa00,Dare Ogunbowale,RB,2
2024,htx,OkudJe00,Jeff Okudah,CB,0
2024,htx,PattJa03,Jarrett Patterson,C,3
2024,htx,PhilDe00,Del'Shawn Phillips,LB,1
2024,htx,PierDa01,Dameon Pierce,RB,2
2024,htx,PitrJa00,Jalen Pitre,S,4
2024,htx,QuitTe00,Teagan Quitoriano,TE,0
2024,htx,RossDA03,D'Angelo Ross,CB,1
2024,htx,SchuDa00,Dalton Schultz,TE,4
2024,htx,ScruJu00,Juice Scruggs,OL,4
2024,htx,SettTi00,Tim Settle,RDT,6
2024,htx,SimsSt00,Steven Sims,WR,0
2024,htx,SmitIr01,Irv Smith Jr.,TE,0
2024,htx,StewM.00,M.J. Stewart,S,1
2024,htx,StinDe00,Derek Stingley Jr.,LCB,14
2024,htx,StovCa00,Cade Stover,TE,1
2024,htx,StroCJ00,C.J. Stroud,QB,11
2024,htx,TaylJJ01,J.J. Taylor,RB,0
2024,htx,ThomZa04,Zachary Thomas,OT,0
2024,htx,TooTHe00,Henry To'oTo'o,LLB,7
2024,htx,TogiTo00,Tommy Togiai,DT,1
2024,htx,TownTo01,Tommy Townsend,P,4
2024,htx,TunsLa00,Laremy Tunsil,LT,9
2024,htx,TurnZe00,Zeke Turner,LB,0
2024,htx,WardJi01,Jimmie Ward,S,4
2024,htx,WaynJa01,Jared Wayne,WR,0
2024,htx,WeavRa00,Rashad Weaver,OLB,0
2024,htx,WeekJo00,Jon Weeks,LS,1
2024,htx,WhitDe02,Devin White,LB,1
2024,htx,WoodRo02,Robert Woods,WR,2
2024,htx,YeasRu00,Russ Yeast,S,0
2024,oti,AdamJa00,Jamal Adams,SS,0
2024,oti,AndeAb00,Abdullah Anderson,DL,0
2024,oti,AverTr01,Tre Avery,CB,1
2024,oti,AwuzCh00,Chidobe Awuzie,CB,3
2024,oti,BakeDa02,Darrell Baker,RCB,4
2024,oti,BakeJe00,Jerome Baker,LB,1
2024,oti,BoydTy00,Tyler Boyd,WR,3
2024,oti,BrewCh01,Chandler Brewer,OT,0
2024,oti,BrooKe02,Kendell Brooks,S,0
2024,oti,BrowMi02,Mike Brown,S,2
2024,oti,BrowJa09,Jarvis Brownlee,LCB,5
2024,oti,BrunDa00,Daniel Brunskill,C,4
2024,oti,BrusLo00,Logan Bruss,G,0
2024,oti,BurkTr00,Treylon Burks,WR,0
2024,oti,ChesJu00,Julius Chestnut,RB,1
2024,oti,CobuKe00,Keondre Coburn,DL,1
2024,oti,CoxxMo00,Morgan Cox,LS,1
2024,oti,CushLl00,Lloyd Cushenberry III,C,3
2024,oti,DiggQu00,Quandre Diggs,SS,3
2024,oti,DukeKh00,Khalid Duke,OLB,0
2024,oti,DuncJa00,Jaelyn Duncan,OT,1
2024,oti,FolkNi20,Nick Folk,K,5
2024,oti,GayeAl01,Ali Gaye,OLB,1
2024,oti,GibbJa00,Jack Gibbens,LB,2
2024,oti,GiffLu00,Luke Gifford,LB,3
2024,oti,GrayCe00,Cedric Gray,LB,0
2024,oti,HambAr00,Arlington Hambright,G,0
2024,oti,HardJu01,Justin Hardee,CB,1
